# domain	grade	kind	question	answer
# Open PK-K-G1 curriculum bank — generated by curriculum_open.py
math	kindergarten	fact	bigger 0 or 5	five
math	kindergarten	fact	smaller 0 or 5	zero
math	grade1	fact	bigger 0 or 6	six
math	grade1	fact	smaller 0 or 6	zero
math	grade1	fact	bigger 0 or 7	seven
math	grade1	fact	smaller 0 or 7	zero
math	grade1	fact	bigger 0 or 8	eight
math	grade1	fact	smaller 0 or 8	zero
math	grade1	fact	bigger 0 or 9	nine
math	grade1	fact	smaller 0 or 9	zero
math	grade1	fact	bigger 0 or 10	ten
math	grade1	fact	smaller 0 or 10	zero
math	kindergarten	fact	bigger 1 or 0	one
math	kindergarten	fact	smaller 1 or 0	zero
math	kindergarten	fact	bigger 1 or 2	two
math	kindergarten	fact	smaller 1 or 2	one
math	kindergarten	fact	bigger 1 or 3	three
math	kindergarten	fact	smaller 1 or 3	one
math	kindergarten	fact	bigger 1 or 4	four
math	kindergarten	fact	smaller 1 or 4	one
math	kindergarten	fact	bigger 1 or 5	five
math	kindergarten	fact	smaller 1 or 5	one
math	grade1	fact	bigger 1 or 6	six
math	grade1	fact	smaller 1 or 6	one
math	grade1	fact	bigger 1 or 7	seven
math	grade1	fact	smaller 1 or 7	one
math	grade1	fact	bigger 1 or 8	eight
math	grade1	fact	smaller 1 or 8	one
math	grade1	fact	bigger 1 or 9	nine
math	grade1	fact	smaller 1 or 9	one
math	grade1	fact	bigger 1 or 10	ten
math	grade1	fact	smaller 1 or 10	one
math	kindergarten	fact	bigger 2 or 0	two
math	kindergarten	fact	smaller 2 or 0	zero
math	kindergarten	fact	bigger 2 or 1	two
math	kindergarten	fact	smaller 2 or 1	one
math	kindergarten	fact	bigger 2 or 3	three
math	kindergarten	fact	smaller 2 or 3	two
math	kindergarten	fact	bigger 2 or 4	four
math	kindergarten	fact	smaller 2 or 4	two
math	kindergarten	fact	bigger 2 or 5	five
math	kindergarten	fact	smaller 2 or 5	two
math	grade1	fact	bigger 2 or 6	six
math	grade1	fact	smaller 2 or 6	two
math	grade1	fact	bigger 2 or 7	seven
math	grade1	fact	smaller 2 or 7	two
math	grade1	fact	bigger 2 or 8	eight
math	grade1	fact	smaller 2 or 8	two
math	grade1	fact	bigger 2 or 9	nine
math	grade1	fact	smaller 2 or 9	two
math	grade1	fact	bigger 2 or 10	ten
math	grade1	fact	smaller 2 or 10	two
math	kindergarten	fact	bigger 3 or 0	three
math	kindergarten	fact	smaller 3 or 0	zero
math	kindergarten	fact	bigger 3 or 1	three
math	kindergarten	fact	smaller 3 or 1	one
math	kindergarten	fact	bigger 3 or 2	three
math	kindergarten	fact	smaller 3 or 2	two
math	kindergarten	fact	bigger 3 or 4	four
math	kindergarten	fact	smaller 3 or 4	three
math	kindergarten	fact	bigger 3 or 5	five
math	kindergarten	fact	smaller 3 or 5	three
math	grade1	fact	bigger 3 or 6	six
math	grade1	fact	smaller 3 or 6	three
math	grade1	fact	bigger 3 or 7	seven
math	grade1	fact	smaller 3 or 7	three
math	grade1	fact	bigger 3 or 8	eight
math	grade1	fact	smaller 3 or 8	three
math	grade1	fact	bigger 3 or 9	nine
math	grade1	fact	smaller 3 or 9	three
math	grade1	fact	bigger 3 or 10	ten
math	grade1	fact	smaller 3 or 10	three
math	kindergarten	fact	bigger 4 or 0	four
math	kindergarten	fact	smaller 4 or 0	zero
math	kindergarten	fact	bigger 4 or 1	four
math	kindergarten	fact	smaller 4 or 1	one
math	kindergarten	fact	bigger 4 or 2	four
math	kindergarten	fact	smaller 4 or 2	two
math	kindergarten	fact	bigger 4 or 3	four
math	kindergarten	fact	smaller 4 or 3	three
math	kindergarten	fact	bigger 4 or 5	five
math	kindergarten	fact	smaller 4 or 5	four
math	grade1	fact	bigger 4 or 6	six
math	grade1	fact	smaller 4 or 6	four
math	grade1	fact	bigger 4 or 7	seven
math	grade1	fact	smaller 4 or 7	four
math	grade1	fact	bigger 4 or 8	eight
math	grade1	fact	smaller 4 or 8	four
math	grade1	fact	bigger 4 or 9	nine
math	grade1	fact	smaller 4 or 9	four
math	grade1	fact	bigger 4 or 10	ten
math	grade1	fact	smaller 4 or 10	four
math	kindergarten	fact	bigger 5 or 0	five
math	kindergarten	fact	smaller 5 or 0	zero
math	kindergarten	fact	bigger 5 or 1	five
math	kindergarten	fact	smaller 5 or 1	one
math	kindergarten	fact	bigger 5 or 2	five
math	kindergarten	fact	smaller 5 or 2	two
math	kindergarten	fact	bigger 5 or 3	five
math	kindergarten	fact	smaller 5 or 3	three
math	kindergarten	fact	bigger 5 or 4	five
math	kindergarten	fact	smaller 5 or 4	four
math	grade1	fact	bigger 5 or 6	six
math	grade1	fact	smaller 5 or 6	five
math	grade1	fact	bigger 5 or 7	seven
math	grade1	fact	smaller 5 or 7	five
math	grade1	fact	bigger 5 or 8	eight
math	grade1	fact	smaller 5 or 8	five
math	grade1	fact	bigger 5 or 9	nine
math	grade1	fact	smaller 5 or 9	five
math	grade1	fact	bigger 5 or 10	ten
math	grade1	fact	smaller 5 or 10	five
math	grade1	fact	bigger 6 or 0	six
math	grade1	fact	smaller 6 or 0	zero
math	grade1	fact	bigger 6 or 1	six
math	grade1	fact	smaller 6 or 1	one
math	grade1	fact	bigger 6 or 2	six
math	grade1	fact	smaller 6 or 2	two
math	grade1	fact	bigger 6 or 3	six
math	grade1	fact	smaller 6 or 3	three
math	grade1	fact	bigger 6 or 4	six
math	grade1	fact	smaller 6 or 4	four
math	grade1	fact	bigger 6 or 5	six
math	grade1	fact	smaller 6 or 5	five
math	grade1	fact	bigger 6 or 7	seven
math	grade1	fact	smaller 6 or 7	six
math	grade1	fact	bigger 6 or 8	eight
math	grade1	fact	smaller 6 or 8	six
math	grade1	fact	bigger 6 or 9	nine
math	grade1	fact	smaller 6 or 9	six
math	grade1	fact	bigger 6 or 10	ten
math	grade1	fact	smaller 6 or 10	six
math	grade1	fact	bigger 7 or 0	seven
math	grade1	fact	smaller 7 or 0	zero
math	grade1	fact	bigger 7 or 1	seven
math	grade1	fact	smaller 7 or 1	one
math	grade1	fact	bigger 7 or 2	seven
math	grade1	fact	smaller 7 or 2	two
math	grade1	fact	bigger 7 or 3	seven
math	grade1	fact	smaller 7 or 3	three
math	grade1	fact	bigger 7 or 4	seven
math	grade1	fact	smaller 7 or 4	four
math	grade1	fact	bigger 7 or 5	seven
math	grade1	fact	smaller 7 or 5	five
math	grade1	fact	bigger 7 or 6	seven
math	grade1	fact	smaller 7 or 6	six
math	grade1	fact	bigger 7 or 8	eight
math	grade1	fact	smaller 7 or 8	seven
math	grade1	fact	bigger 7 or 9	nine
math	grade1	fact	smaller 7 or 9	seven
math	grade1	fact	bigger 7 or 10	ten
math	grade1	fact	smaller 7 or 10	seven
math	grade1	fact	bigger 8 or 0	eight
math	grade1	fact	smaller 8 or 0	zero
math	grade1	fact	bigger 8 or 1	eight
math	grade1	fact	smaller 8 or 1	one
math	grade1	fact	bigger 8 or 2	eight
math	grade1	fact	smaller 8 or 2	two
math	grade1	fact	bigger 8 or 3	eight
math	grade1	fact	smaller 8 or 3	three
math	grade1	fact	bigger 8 or 4	eight
math	grade1	fact	smaller 8 or 4	four
math	grade1	fact	bigger 8 or 5	eight
math	grade1	fact	smaller 8 or 5	five
math	grade1	fact	bigger 8 or 6	eight
math	grade1	fact	smaller 8 or 6	six
math	grade1	fact	bigger 8 or 7	eight
math	grade1	fact	smaller 8 or 7	seven
math	grade1	fact	bigger 8 or 9	nine
math	grade1	fact	smaller 8 or 9	eight
math	grade1	fact	bigger 8 or 10	ten
math	grade1	fact	smaller 8 or 10	eight
math	grade1	fact	bigger 9 or 0	nine
math	grade1	fact	smaller 9 or 0	zero
math	grade1	fact	bigger 9 or 1	nine
math	grade1	fact	smaller 9 or 1	one
math	grade1	fact	bigger 9 or 2	nine
math	grade1	fact	smaller 9 or 2	two
math	grade1	fact	bigger 9 or 3	nine
math	grade1	fact	smaller 9 or 3	three
math	grade1	fact	bigger 9 or 4	nine
math	grade1	fact	smaller 9 or 4	four
math	grade1	fact	bigger 9 or 5	nine
math	grade1	fact	smaller 9 or 5	five
math	grade1	fact	bigger 9 or 6	nine
math	grade1	fact	smaller 9 or 6	six
math	grade1	fact	bigger 9 or 7	nine
math	grade1	fact	smaller 9 or 7	seven
math	grade1	fact	bigger 9 or 8	nine
math	grade1	fact	smaller 9 or 8	eight
math	grade1	fact	bigger 9 or 10	ten
math	grade1	fact	smaller 9 or 10	nine
math	grade1	fact	bigger 10 or 0	ten
math	grade1	fact	smaller 10 or 0	zero
math	grade1	fact	bigger 10 or 1	ten
math	grade1	fact	smaller 10 or 1	one
math	grade1	fact	bigger 10 or 2	ten
math	grade1	fact	smaller 10 or 2	two
math	grade1	fact	bigger 10 or 3	ten
math	grade1	fact	smaller 10 or 3	three
math	grade1	fact	bigger 10 or 4	ten
math	grade1	fact	smaller 10 or 4	four
math	grade1	fact	bigger 10 or 5	ten
math	grade1	fact	smaller 10 or 5	five
math	grade1	fact	bigger 10 or 6	ten
math	grade1	fact	smaller 10 or 6	six
math	grade1	fact	bigger 10 or 7	ten
math	grade1	fact	smaller 10 or 7	seven
math	grade1	fact	bigger 10 or 8	ten
math	grade1	fact	smaller 10 or 8	eight
math	grade1	fact	bigger 10 or 9	ten
math	grade1	fact	smaller 10 or 9	nine
math	grade1	fact	add means	together
math	grade1	fact	subtract means	take
math	kindergarten	fact	two and one	three
math	grade1	fact	two and three	five
math	grade1	fact	five and five	ten
math	preschool	problem	one and one	two
math	kindergarten	problem	two and one	three
math	grade1	problem	3 plus 2	five
math	grade1	problem	two and three	five
literacy	preschool	fact	letter starts apple	a
literacy	preschool	fact	what starts apple	a
literacy	preschool	fact	sound of a	ah
literacy	preschool	fact	letter starts ball	b
literacy	preschool	fact	what starts ball	b
literacy	preschool	fact	sound of b	buh
literacy	preschool	fact	letter starts cat	c
literacy	preschool	fact	what starts cat	c
literacy	preschool	fact	sound of c	kuh
literacy	preschool	fact	letter starts dog	d
literacy	preschool	fact	what starts dog	d
literacy	preschool	fact	sound of d	duh
literacy	preschool	fact	letter starts egg	e
literacy	preschool	fact	what starts egg	e
literacy	preschool	fact	sound of e	eh
literacy	preschool	fact	letter starts fish	f
literacy	preschool	fact	what starts fish	f
literacy	preschool	fact	sound of f	fuh
literacy	preschool	fact	letter starts goat	g
literacy	preschool	fact	what starts goat	g
literacy	preschool	fact	sound of g	guh
literacy	preschool	fact	letter starts hat	h
literacy	preschool	fact	what starts hat	h
literacy	preschool	fact	sound of h	huh
literacy	preschool	fact	letter starts igloo	i
literacy	preschool	fact	what starts igloo	i
literacy	preschool	fact	sound of i	ih
literacy	preschool	fact	letter starts jam	j
literacy	preschool	fact	what starts jam	j
literacy	preschool	fact	sound of j	juh
literacy	preschool	fact	letter starts kite	k
literacy	preschool	fact	what starts kite	k
literacy	preschool	fact	sound of k	kuh
literacy	preschool	fact	letter starts leaf	l
literacy	preschool	fact	what starts leaf	l
literacy	preschool	fact	sound of l	luh
literacy	preschool	fact	letter starts moon	m
literacy	preschool	fact	what starts moon	m
literacy	preschool	fact	sound of m	muh
literacy	kindergarten	fact	letter starts nest	n
literacy	kindergarten	fact	what starts nest	n
literacy	kindergarten	fact	sound of n	nuh
literacy	kindergarten	fact	letter starts octopus	o
literacy	kindergarten	fact	what starts octopus	o
literacy	kindergarten	fact	sound of o	ah
literacy	kindergarten	fact	letter starts pig	p
literacy	kindergarten	fact	what starts pig	p
literacy	kindergarten	fact	sound of p	puh
literacy	kindergarten	fact	letter starts queen	q
literacy	kindergarten	fact	what starts queen	q
literacy	kindergarten	fact	sound of q	kwuh
literacy	kindergarten	fact	letter starts rain	r
literacy	kindergarten	fact	what starts rain	r
literacy	kindergarten	fact	sound of r	ruh
literacy	kindergarten	fact	letter starts sun	s
literacy	kindergarten	fact	what starts sun	s
literacy	kindergarten	fact	sound of s	sss
literacy	kindergarten	fact	letter starts tree	t
literacy	kindergarten	fact	what starts tree	t
literacy	kindergarten	fact	sound of t	tuh
literacy	kindergarten	fact	letter starts umbrella	u
literacy	kindergarten	fact	what starts umbrella	u
literacy	kindergarten	fact	sound of u	uh
literacy	kindergarten	fact	letter starts van	v
literacy	kindergarten	fact	what starts van	v
literacy	kindergarten	fact	sound of v	vuh
literacy	kindergarten	fact	letter starts water	w
literacy	kindergarten	fact	what starts water	w
literacy	kindergarten	fact	sound of w	wuh
literacy	kindergarten	fact	letter starts xray	x
literacy	kindergarten	fact	what starts xray	x
literacy	kindergarten	fact	sound of x	ks
literacy	kindergarten	fact	letter starts yarn	y
literacy	kindergarten	fact	what starts yarn	y
literacy	kindergarten	fact	sound of y	yuh
literacy	kindergarten	fact	letter starts zoo	z
literacy	kindergarten	fact	what starts zoo	z
literacy	kindergarten	fact	sound of z	zzz
literacy	preschool	fact	sight word a	a
literacy	preschool	fact	read a	a
literacy	preschool	fact	sight word and	and
literacy	preschool	fact	read and	and
literacy	preschool	fact	sight word away	away
literacy	preschool	fact	read away	away
literacy	preschool	fact	sight word big	big
literacy	preschool	fact	read big	big
literacy	preschool	fact	sight word blue	blue
literacy	preschool	fact	read blue	blue
literacy	preschool	fact	sight word can	can
literacy	preschool	fact	read can	can
literacy	preschool	fact	sight word come	come
literacy	preschool	fact	read come	come
literacy	preschool	fact	sight word down	down
literacy	preschool	fact	read down	down
literacy	preschool	fact	sight word find	find
literacy	preschool	fact	read find	find
literacy	preschool	fact	sight word for	for
literacy	preschool	fact	read for	for
literacy	preschool	fact	sight word funny	funny
literacy	preschool	fact	read funny	funny
literacy	preschool	fact	sight word go	go
literacy	preschool	fact	read go	go
literacy	preschool	fact	sight word help	help
literacy	preschool	fact	read help	help
literacy	preschool	fact	sight word here	here
literacy	preschool	fact	read here	here
literacy	preschool	fact	sight word i	i
literacy	preschool	fact	read i	i
literacy	preschool	fact	sight word in	in
literacy	preschool	fact	read in	in
literacy	preschool	fact	sight word is	is
literacy	preschool	fact	read is	is
literacy	preschool	fact	sight word it	it
literacy	preschool	fact	read it	it
literacy	preschool	fact	sight word jump	jump
literacy	preschool	fact	read jump	jump
literacy	preschool	fact	sight word little	little
literacy	preschool	fact	read little	little
literacy	preschool	fact	sight word look	look
literacy	preschool	fact	read look	look
literacy	preschool	fact	sight word make	make
literacy	preschool	fact	read make	make
literacy	preschool	fact	sight word me	me
literacy	preschool	fact	read me	me
literacy	preschool	fact	sight word my	my
literacy	preschool	fact	read my	my
literacy	preschool	fact	sight word not	not
literacy	preschool	fact	read not	not
literacy	preschool	fact	sight word one	one
literacy	preschool	fact	read one	one
literacy	preschool	fact	sight word play	play
literacy	preschool	fact	read play	play
literacy	preschool	fact	sight word red	red
literacy	preschool	fact	read red	red
literacy	preschool	fact	sight word run	run
literacy	preschool	fact	read run	run
literacy	preschool	fact	sight word said	said
literacy	preschool	fact	read said	said
literacy	preschool	fact	sight word see	see
literacy	preschool	fact	read see	see
literacy	preschool	fact	sight word the	the
literacy	preschool	fact	read the	the
literacy	preschool	fact	sight word three	three
literacy	preschool	fact	read three	three
literacy	preschool	fact	sight word to	to
literacy	preschool	fact	read to	to
literacy	preschool	fact	sight word two	two
literacy	preschool	fact	read two	two
literacy	preschool	fact	sight word up	up
literacy	preschool	fact	read up	up
literacy	preschool	fact	sight word we	we
literacy	preschool	fact	read we	we
literacy	preschool	fact	sight word where	where
literacy	preschool	fact	read where	where
literacy	preschool	fact	sight word yellow	yellow
literacy	preschool	fact	read yellow	yellow
literacy	preschool	fact	sight word you	you
literacy	preschool	fact	read you	you
literacy	kindergarten	fact	sight word all	all
literacy	kindergarten	fact	read all	all
literacy	kindergarten	fact	sight word am	am
literacy	kindergarten	fact	read am	am
literacy	kindergarten	fact	sight word are	are
literacy	kindergarten	fact	read are	are
literacy	kindergarten	fact	sight word at	at
literacy	kindergarten	fact	read at	at
literacy	kindergarten	fact	sight word ate	ate
literacy	kindergarten	fact	read ate	ate
literacy	kindergarten	fact	sight word be	be
literacy	kindergarten	fact	read be	be
literacy	kindergarten	fact	sight word black	black
literacy	kindergarten	fact	read black	black
literacy	kindergarten	fact	sight word brown	brown
literacy	kindergarten	fact	read brown	brown
literacy	kindergarten	fact	sight word but	but
literacy	kindergarten	fact	read but	but
literacy	kindergarten	fact	sight word came	came
literacy	kindergarten	fact	read came	came
literacy	kindergarten	fact	sight word did	did
literacy	kindergarten	fact	read did	did
literacy	kindergarten	fact	sight word do	do
literacy	kindergarten	fact	read do	do
literacy	kindergarten	fact	sight word eat	eat
literacy	kindergarten	fact	read eat	eat
literacy	kindergarten	fact	sight word four	four
literacy	kindergarten	fact	read four	four
literacy	kindergarten	fact	sight word get	get
literacy	kindergarten	fact	read get	get
literacy	kindergarten	fact	sight word good	good
literacy	kindergarten	fact	read good	good
literacy	kindergarten	fact	sight word have	have
literacy	kindergarten	fact	read have	have
literacy	kindergarten	fact	sight word he	he
literacy	kindergarten	fact	read he	he
literacy	kindergarten	fact	sight word into	into
literacy	kindergarten	fact	read into	into
literacy	kindergarten	fact	sight word like	like
literacy	kindergarten	fact	read like	like
literacy	kindergarten	fact	sight word must	must
literacy	kindergarten	fact	read must	must
literacy	kindergarten	fact	sight word new	new
literacy	kindergarten	fact	read new	new
literacy	kindergarten	fact	sight word no	no
literacy	kindergarten	fact	read no	no
literacy	kindergarten	fact	sight word now	now
literacy	kindergarten	fact	read now	now
literacy	kindergarten	fact	sight word on	on
literacy	kindergarten	fact	read on	on
literacy	kindergarten	fact	sight word our	our
literacy	kindergarten	fact	read our	our
literacy	kindergarten	fact	sight word out	out
literacy	kindergarten	fact	read out	out
literacy	kindergarten	fact	sight word please	please
literacy	kindergarten	fact	read please	please
literacy	kindergarten	fact	sight word pretty	pretty
literacy	kindergarten	fact	read pretty	pretty
literacy	kindergarten	fact	sight word ran	ran
literacy	kindergarten	fact	read ran	ran
literacy	kindergarten	fact	sight word ride	ride
literacy	kindergarten	fact	read ride	ride
literacy	kindergarten	fact	sight word saw	saw
literacy	kindergarten	fact	read saw	saw
literacy	kindergarten	fact	sight word say	say
literacy	kindergarten	fact	read say	say
literacy	kindergarten	fact	sight word she	she
literacy	kindergarten	fact	read she	she
literacy	kindergarten	fact	sight word so	so
literacy	kindergarten	fact	read so	so
literacy	kindergarten	fact	sight word soon	soon
literacy	kindergarten	fact	read soon	soon
literacy	kindergarten	fact	sight word that	that
literacy	kindergarten	fact	read that	that
literacy	kindergarten	fact	sight word there	there
literacy	kindergarten	fact	read there	there
literacy	kindergarten	fact	sight word they	they
literacy	kindergarten	fact	read they	they
literacy	kindergarten	fact	sight word this	this
literacy	kindergarten	fact	read this	this
literacy	kindergarten	fact	sight word too	too
literacy	kindergarten	fact	read too	too
literacy	kindergarten	fact	sight word under	under
literacy	kindergarten	fact	read under	under
literacy	kindergarten	fact	sight word want	want
literacy	kindergarten	fact	read want	want
literacy	kindergarten	fact	sight word was	was
literacy	kindergarten	fact	read was	was
literacy	kindergarten	fact	sight word well	well
literacy	kindergarten	fact	read well	well
literacy	kindergarten	fact	sight word went	went
literacy	kindergarten	fact	read went	went
literacy	kindergarten	fact	sight word what	what
literacy	kindergarten	fact	read what	what
literacy	kindergarten	fact	sight word white	white
literacy	kindergarten	fact	read white	white
literacy	kindergarten	fact	sight word who	who
literacy	kindergarten	fact	read who	who
literacy	kindergarten	fact	sight word will	will
literacy	kindergarten	fact	read will	will
literacy	kindergarten	fact	sight word with	with
literacy	kindergarten	fact	read with	with
literacy	kindergarten	fact	sight word yes	yes
literacy	kindergarten	fact	read yes	yes
literacy	grade1	fact	sight word after	after
literacy	grade1	fact	read after	after
literacy	grade1	fact	sight word again	again
literacy	grade1	fact	read again	again
literacy	grade1	fact	sight word an	an
literacy	grade1	fact	read an	an
literacy	grade1	fact	sight word any	any
literacy	grade1	fact	read any	any
literacy	grade1	fact	sight word as	as
literacy	grade1	fact	read as	as
literacy	grade1	fact	sight word ask	ask
literacy	grade1	fact	read ask	ask
literacy	grade1	fact	sight word by	by
literacy	grade1	fact	read by	by
literacy	grade1	fact	sight word could	could
literacy	grade1	fact	read could	could
literacy	grade1	fact	sight word every	every
literacy	grade1	fact	read every	every
literacy	grade1	fact	sight word fly	fly
literacy	grade1	fact	read fly	fly
literacy	grade1	fact	sight word from	from
literacy	grade1	fact	read from	from
literacy	grade1	fact	sight word give	give
literacy	grade1	fact	read give	give
literacy	grade1	fact	sight word giving	giving
literacy	grade1	fact	read giving	giving
literacy	grade1	fact	sight word had	had
literacy	grade1	fact	read had	had
literacy	grade1	fact	sight word has	has
literacy	grade1	fact	read has	has
literacy	grade1	fact	sight word her	her
literacy	grade1	fact	read her	her
literacy	grade1	fact	sight word him	him
literacy	grade1	fact	read him	him
literacy	grade1	fact	sight word his	his
literacy	grade1	fact	read his	his
literacy	grade1	fact	sight word how	how
literacy	grade1	fact	read how	how
literacy	grade1	fact	sight word just	just
literacy	grade1	fact	read just	just
literacy	grade1	fact	sight word know	know
literacy	grade1	fact	read know	know
literacy	grade1	fact	sight word let	let
literacy	grade1	fact	read let	let
literacy	grade1	fact	sight word live	live
literacy	grade1	fact	read live	live
literacy	grade1	fact	sight word may	may
literacy	grade1	fact	read may	may
literacy	grade1	fact	sight word of	of
literacy	grade1	fact	read of	of
literacy	grade1	fact	sight word old	old
literacy	grade1	fact	read old	old
literacy	grade1	fact	sight word once	once
literacy	grade1	fact	read once	once
literacy	grade1	fact	sight word open	open
literacy	grade1	fact	read open	open
literacy	grade1	fact	sight word over	over
literacy	grade1	fact	read over	over
literacy	grade1	fact	sight word put	put
literacy	grade1	fact	read put	put
literacy	grade1	fact	sight word round	round
literacy	grade1	fact	read round	round
literacy	grade1	fact	sight word some	some
literacy	grade1	fact	read some	some
literacy	grade1	fact	sight word stop	stop
literacy	grade1	fact	read stop	stop
literacy	grade1	fact	sight word take	take
literacy	grade1	fact	read take	take
literacy	grade1	fact	sight word thank	thank
literacy	grade1	fact	read thank	thank
literacy	grade1	fact	sight word them	them
literacy	grade1	fact	read them	them
literacy	grade1	fact	sight word then	then
literacy	grade1	fact	read then	then
literacy	grade1	fact	sight word think	think
literacy	grade1	fact	read think	think
literacy	grade1	fact	sight word walk	walk
literacy	grade1	fact	read walk	walk
literacy	grade1	fact	sight word were	were
literacy	grade1	fact	read were	were
literacy	grade1	fact	sight word when	when
literacy	grade1	fact	read when	when
literacy	grade1	fact	sentence starts	capital
literacy	grade1	fact	sentence ends	period
literacy	grade1	fact	question ends	mark
literacy	kindergarten	fact	we read	book
literacy	kindergarten	fact	write with	pencil
literacy	preschool	fact	we see words	eyes
science	preschool	fact	sky color	blue
science	preschool	fact	color of sky	blue
science	preschool	fact	grass color	green
science	preschool	fact	color of grass	green
science	preschool	fact	sun when	day
science	preschool	fact	when is sun out	day
science	preschool	fact	moon when	night
science	preschool	fact	when is moon out	night
science	preschool	fact	see with	eyes
science	preschool	fact	what sees	eyes
science	preschool	fact	hear with	ears
science	preschool	fact	what hears	ears
science	preschool	fact	smell with	nose
science	preschool	fact	what smells	nose
science	preschool	fact	touch with	hands
science	preschool	fact	what touches	hands
science	preschool	fact	dog is	animal
science	preschool	fact	is dog animal	animal
science	preschool	fact	cat is	animal
science	preschool	fact	is cat animal	animal
science	preschool	fact	bird can	fly
science	preschool	fact	what birds do	fly
science	preschool	fact	fish lives	water
science	preschool	fact	where fish live	water
science	preschool	fact	apple color	red
science	preschool	fact	color of apple	red
science	preschool	fact	we drink	water
science	preschool	fact	what do we drink	water
science	preschool	fact	round shape	circle
science	preschool	fact	what is round	circle
science	kindergarten	fact	plants need	sun
science	kindergarten	fact	what plants need	sun
science	kindergarten	fact	plants drink	water
science	kindergarten	fact	plants water	water
science	kindergarten	fact	people need	water
science	kindergarten	fact	what people need	water
science	kindergarten	fact	people eat need	food
science	kindergarten	fact	what people eat need	food
science	kindergarten	fact	people breathe	air
science	kindergarten	fact	what people breathe	air
science	kindergarten	fact	red light	stop
science	kindergarten	fact	red light do	stop
science	kindergarten	fact	green light	go
science	kindergarten	fact	green light do	go
science	kindergarten	fact	friends do	share
science	kindergarten	fact	what friends do	share
science	kindergarten	fact	winter is	cold
science	kindergarten	fact	is winter cold	cold
science	kindergarten	fact	summer is	hot
science	kindergarten	fact	is summer hot	hot
science	kindergarten	fact	rain makes	wet
science	kindergarten	fact	what rain does	wet
science	kindergarten	fact	square sides	four
science	kindergarten	fact	how many sides square	four
science	kindergarten	fact	triangle sides	three
science	kindergarten	fact	how many sides triangle	three
science	kindergarten	fact	we read	book
science	kindergarten	fact	what do we read	book
science	kindergarten	fact	write with	pencil
science	kindergarten	fact	what writes	pencil
science	kindergarten	fact	day means	sun
science	kindergarten	fact	day has	sun
science	grade1	fact	we live on	earth
science	grade1	fact	home planet	earth
science	grade1	fact	shows places	map
science	grade1	fact	find places tool	map
science	grade1	fact	living need	water
science	grade1	fact	living things need	water
science	grade1	fact	living need air	air
science	grade1	fact	living things air	air
science	grade1	fact	ice is	solid
science	grade1	fact	ice form	solid
science	grade1	fact	water form liquid	liquid
science	grade1	fact	liquid water	liquid
science	grade1	fact	steam is	gas
science	grade1	fact	steam form	gas
science	grade1	fact	plants grow when	day
science	grade1	fact	when plants grow	day
science	grade1	fact	magnet pulls	iron
science	grade1	fact	what magnet pulls	iron
science	grade1	fact	shadow needs	light
science	grade1	fact	what shadow needs	light
science	grade1	fact	seed grows	plant
science	grade1	fact	seed becomes	plant
science	grade1	fact	days in week	seven
science	grade1	fact	how many days week	seven
science	grade1	fact	months in year	twelve
science	grade1	fact	how many months year	twelve
science	preschool	rel	sun out_in	day
science	preschool	rel	moon out_in	night
science	preschool	rel	sky color_rel	blue
science	preschool	rel	sky color	blue
science	preschool	rel	grass color_rel	green
science	preschool	rel	grass color	green
science	preschool	rel	see uses	eyes
science	preschool	rel	hear uses	ears
science	preschool	rel	smell uses	nose
science	preschool	rel	dog is_a	animal
science	preschool	rel	cat is_a	animal
science	preschool	rel	bird can_rel	fly
science	preschool	rel	bird can	fly
science	preschool	rel	fish lives_in	water
science	preschool	rel	circle shape_rel	round
science	preschool	rel	circle shape	round
science	kindergarten	rel	plant needs	sun
science	kindergarten	rel	plant needs_water	water
science	kindergarten	rel	people needs	water
science	kindergarten	rel	people needs_food	food
science	kindergarten	rel	people needs_air	air
science	kindergarten	rel	red_light means	stop
science	kindergarten	rel	green_light means	go
science	kindergarten	rel	friend does	share
science	kindergarten	rel	winter is_rel	cold
science	kindergarten	rel	winter is	cold
science	kindergarten	rel	summer is_rel	hot
science	kindergarten	rel	summer is	hot
science	kindergarten	rel	read uses	book
science	kindergarten	rel	write uses	pencil
science	kindergarten	rel	square sides_rel	four
science	kindergarten	rel	square sides	four
science	kindergarten	rel	triangle sides_rel	three
science	kindergarten	rel	triangle sides	three
science	grade1	rel	earth is_a	planet
science	grade1	rel	map shows	place
science	grade1	rel	living needs	water
science	grade1	rel	ice is_rel	solid
science	grade1	rel	ice is	solid
science	grade1	rel	steam is_rel	gas
science	grade1	rel	steam is	gas
science	grade1	rel	plant grows_in	day
science	grade1	rel	magnet pulls_rel	iron
science	grade1	rel	magnet pulls	iron
science	grade1	rel	shadow needs_rel	light
science	grade1	rel	shadow needs	light
science	grade1	rel	seed becomes	plant
science	grade1	rel	week has_days	seven
science	grade1	rel	year has_months	twelve
science	grade1	rel	sentence starts_rel	capital
science	grade1	rel	sentence starts	capital
science	grade1	rel	sentence ends_rel	period
science	grade1	rel	sentence ends	period
science	preschool	path	sun when	day
science	preschool	path	see with	eyes
science	preschool	path	dog is	animal
science	kindergarten	path	plants need	sun
science	kindergarten	path	red light	stop
science	kindergarten	path	friends do	share
science	grade1	path	we live on	earth
science	grade1	path	shows places	map
science	grade1	path	living need	water
science	grade1	path	plants grow when	day
science	grade1	path	ice is	solid
