# domain	grade	kind	question	answer
# Open PK→G8 curriculum — curriculum_open.py
math	grade3	fact	6 times 7	42
math	grade3	problem	6x7	42
math	grade3	fact	6 times 8	48
math	grade3	problem	6x8	48
math	grade3	fact	6 times 9	54
math	grade3	problem	6x9	54
math	grade3	fact	6 times 10	60
math	grade3	problem	6x10	60
math	grade4	fact	6 times 11	66
math	grade4	problem	6x11	66
math	grade4	fact	6 times 12	72
math	grade4	problem	6x12	72
math	grade3	fact	7 times 0	0
math	grade3	problem	7x0	0
math	grade3	fact	7 times 1	7
math	grade3	problem	7x1	7
math	grade3	fact	7 times 2	14
math	grade3	problem	7x2	14
math	grade3	fact	7 times 3	21
math	grade3	problem	7x3	21
math	grade3	fact	7 times 4	28
math	grade3	problem	7x4	28
math	grade3	fact	7 times 5	35
math	grade3	problem	7x5	35
math	grade3	fact	7 times 6	42
math	grade3	problem	7x6	42
math	grade3	fact	7 times 7	49
math	grade3	problem	7x7	49
math	grade3	fact	7 times 8	56
math	grade3	problem	7x8	56
math	grade3	fact	7 times 9	63
math	grade3	problem	7x9	63
math	grade3	fact	7 times 10	70
math	grade3	problem	7x10	70
math	grade4	fact	7 times 11	77
math	grade4	problem	7x11	77
math	grade4	fact	7 times 12	84
math	grade4	problem	7x12	84
math	grade3	fact	8 times 0	0
math	grade3	problem	8x0	0
math	grade3	fact	8 times 1	8
math	grade3	problem	8x1	8
math	grade3	fact	8 times 2	16
math	grade3	problem	8x2	16
math	grade3	fact	8 times 3	24
math	grade3	problem	8x3	24
math	grade3	fact	8 times 4	32
math	grade3	problem	8x4	32
math	grade3	fact	8 times 5	40
math	grade3	problem	8x5	40
math	grade3	fact	8 times 6	48
math	grade3	problem	8x6	48
math	grade3	fact	8 times 7	56
math	grade3	problem	8x7	56
math	grade3	fact	8 times 8	64
math	grade3	problem	8x8	64
math	grade3	fact	8 times 9	72
math	grade3	problem	8x9	72
math	grade3	fact	8 times 10	80
math	grade3	problem	8x10	80
math	grade4	fact	8 times 11	88
math	grade4	problem	8x11	88
math	grade4	fact	8 times 12	96
math	grade4	problem	8x12	96
math	grade3	fact	9 times 0	0
math	grade3	problem	9x0	0
math	grade3	fact	9 times 1	9
math	grade3	problem	9x1	9
math	grade3	fact	9 times 2	18
math	grade3	problem	9x2	18
math	grade3	fact	9 times 3	27
math	grade3	problem	9x3	27
math	grade3	fact	9 times 4	36
math	grade3	problem	9x4	36
math	grade3	fact	9 times 5	45
math	grade3	problem	9x5	45
math	grade3	fact	9 times 6	54
math	grade3	problem	9x6	54
math	grade3	fact	9 times 7	63
math	grade3	problem	9x7	63
math	grade3	fact	9 times 8	72
math	grade3	problem	9x8	72
math	grade3	fact	9 times 9	81
math	grade3	problem	9x9	81
math	grade3	fact	9 times 10	90
math	grade3	problem	9x10	90
math	grade4	fact	9 times 11	99
math	grade4	problem	9x11	99
math	grade4	fact	9 times 12	108
math	grade4	problem	9x12	108
math	grade3	fact	10 times 0	0
math	grade3	problem	10x0	0
math	grade3	fact	10 times 1	10
math	grade3	problem	10x1	10
math	grade3	fact	10 times 2	20
math	grade3	problem	10x2	20
math	grade3	fact	10 times 3	30
math	grade3	problem	10x3	30
math	grade3	fact	10 times 4	40
math	grade3	problem	10x4	40
math	grade3	fact	10 times 5	50
math	grade3	problem	10x5	50
math	grade3	fact	10 times 6	60
math	grade3	problem	10x6	60
math	grade3	fact	10 times 7	70
math	grade3	problem	10x7	70
math	grade3	fact	10 times 8	80
math	grade3	problem	10x8	80
math	grade3	fact	10 times 9	90
math	grade3	problem	10x9	90
math	grade3	fact	10 times 10	100
math	grade3	problem	10x10	100
math	grade4	fact	10 times 11	110
math	grade4	problem	10x11	110
math	grade4	fact	10 times 12	120
math	grade4	problem	10x12	120
math	grade4	fact	11 times 0	0
math	grade4	problem	11x0	0
math	grade4	fact	11 times 1	11
math	grade4	problem	11x1	11
math	grade4	fact	11 times 2	22
math	grade4	problem	11x2	22
math	grade4	fact	11 times 3	33
math	grade4	problem	11x3	33
math	grade4	fact	11 times 4	44
math	grade4	problem	11x4	44
math	grade4	fact	11 times 5	55
math	grade4	problem	11x5	55
math	grade4	fact	11 times 6	66
math	grade4	problem	11x6	66
math	grade4	fact	11 times 7	77
math	grade4	problem	11x7	77
math	grade4	fact	11 times 8	88
math	grade4	problem	11x8	88
math	grade4	fact	11 times 9	99
math	grade4	problem	11x9	99
math	grade4	fact	11 times 10	110
math	grade4	problem	11x10	110
math	grade4	fact	11 times 11	121
math	grade4	problem	11x11	121
math	grade4	fact	11 times 12	132
math	grade4	problem	11x12	132
math	grade4	fact	12 times 0	0
math	grade4	problem	12x0	0
math	grade4	fact	12 times 1	12
math	grade4	problem	12x1	12
math	grade4	fact	12 times 2	24
math	grade4	problem	12x2	24
math	grade4	fact	12 times 3	36
math	grade4	problem	12x3	36
math	grade4	fact	12 times 4	48
math	grade4	problem	12x4	48
math	grade4	fact	12 times 5	60
math	grade4	problem	12x5	60
math	grade4	fact	12 times 6	72
math	grade4	problem	12x6	72
math	grade4	fact	12 times 7	84
math	grade4	problem	12x7	84
math	grade4	fact	12 times 8	96
math	grade4	problem	12x8	96
math	grade4	fact	12 times 9	108
math	grade4	problem	12x9	108
math	grade4	fact	12 times 10	120
math	grade4	problem	12x10	120
math	grade4	fact	12 times 11	132
math	grade4	problem	12x11	132
math	grade4	fact	12 times 12	144
math	grade4	problem	12x12	144
math	grade3	fact	0 divided by 1	0
math	grade3	problem	0/1	0
math	grade3	fact	0 divided by 2	0
math	grade3	problem	0/2	0
math	grade3	fact	0 divided by 3	0
math	grade3	problem	0/3	0
math	grade3	fact	0 divided by 4	0
math	grade3	problem	0/4	0
math	grade3	fact	0 divided by 5	0
math	grade3	problem	0/5	0
math	grade3	fact	0 divided by 6	0
math	grade3	problem	0/6	0
math	grade3	fact	0 divided by 7	0
math	grade3	problem	0/7	0
math	grade3	fact	0 divided by 8	0
math	grade3	problem	0/8	0
math	grade3	fact	0 divided by 9	0
math	grade3	problem	0/9	0
math	grade3	fact	0 divided by 10	0
math	grade3	problem	0/10	0
math	grade3	fact	1 divided by 1	1
math	grade3	problem	1/1	1
math	grade3	fact	2 divided by 2	1
math	grade3	problem	2/2	1
math	grade3	fact	3 divided by 3	1
math	grade3	problem	3/3	1
math	grade3	fact	4 divided by 4	1
math	grade3	problem	4/4	1
math	grade3	fact	5 divided by 5	1
math	grade3	problem	5/5	1
math	grade3	fact	6 divided by 6	1
math	grade3	problem	6/6	1
math	grade3	fact	7 divided by 7	1
math	grade3	problem	7/7	1
math	grade3	fact	8 divided by 8	1
math	grade3	problem	8/8	1
math	grade3	fact	9 divided by 9	1
math	grade3	problem	9/9	1
math	grade3	fact	10 divided by 10	1
math	grade3	problem	10/10	1
math	grade3	fact	2 divided by 1	2
math	grade3	problem	2/1	2
math	grade3	fact	4 divided by 2	2
math	grade3	problem	4/2	2
math	grade3	fact	6 divided by 3	2
math	grade3	problem	6/3	2
math	grade3	fact	8 divided by 4	2
math	grade3	problem	8/4	2
math	grade3	fact	10 divided by 5	2
math	grade3	problem	10/5	2
math	grade3	fact	12 divided by 6	2
math	grade3	problem	12/6	2
math	grade3	fact	14 divided by 7	2
math	grade3	problem	14/7	2
math	grade3	fact	16 divided by 8	2
math	grade3	problem	16/8	2
math	grade3	fact	18 divided by 9	2
math	grade3	problem	18/9	2
math	grade3	fact	20 divided by 10	2
math	grade3	problem	20/10	2
math	grade3	fact	3 divided by 1	3
math	grade3	problem	3/1	3
math	grade3	fact	6 divided by 2	3
math	grade3	problem	6/2	3
math	grade3	fact	9 divided by 3	3
math	grade3	problem	9/3	3
math	grade3	fact	12 divided by 4	3
math	grade3	problem	12/4	3
math	grade3	fact	15 divided by 5	3
math	grade3	problem	15/5	3
math	grade3	fact	18 divided by 6	3
math	grade3	problem	18/6	3
math	grade3	fact	21 divided by 7	3
math	grade3	problem	21/7	3
math	grade3	fact	24 divided by 8	3
math	grade3	problem	24/8	3
math	grade3	fact	27 divided by 9	3
math	grade3	problem	27/9	3
math	grade3	fact	30 divided by 10	3
math	grade3	problem	30/10	3
math	grade3	fact	4 divided by 1	4
math	grade3	problem	4/1	4
math	grade3	fact	8 divided by 2	4
math	grade3	problem	8/2	4
math	grade3	fact	12 divided by 3	4
math	grade3	problem	12/3	4
math	grade3	fact	16 divided by 4	4
math	grade3	problem	16/4	4
math	grade3	fact	20 divided by 5	4
math	grade3	problem	20/5	4
math	grade3	fact	24 divided by 6	4
math	grade3	problem	24/6	4
math	grade3	fact	28 divided by 7	4
math	grade3	problem	28/7	4
math	grade3	fact	32 divided by 8	4
math	grade3	problem	32/8	4
math	grade3	fact	36 divided by 9	4
math	grade3	problem	36/9	4
math	grade3	fact	40 divided by 10	4
math	grade3	problem	40/10	4
math	grade3	fact	5 divided by 1	5
math	grade3	problem	5/1	5
math	grade3	fact	10 divided by 2	5
math	grade3	problem	10/2	5
math	grade3	fact	15 divided by 3	5
math	grade3	problem	15/3	5
math	grade3	fact	20 divided by 4	5
math	grade3	problem	20/4	5
math	grade3	fact	25 divided by 5	5
math	grade3	problem	25/5	5
math	grade3	fact	30 divided by 6	5
math	grade3	problem	30/6	5
math	grade3	fact	35 divided by 7	5
math	grade3	problem	35/7	5
math	grade3	fact	40 divided by 8	5
math	grade3	problem	40/8	5
math	grade3	fact	45 divided by 9	5
math	grade3	problem	45/9	5
math	grade3	fact	50 divided by 10	5
math	grade3	problem	50/10	5
math	grade3	fact	6 divided by 1	6
math	grade3	problem	6/1	6
math	grade3	fact	12 divided by 2	6
math	grade3	problem	12/2	6
math	grade3	fact	18 divided by 3	6
math	grade3	problem	18/3	6
math	grade3	fact	24 divided by 4	6
math	grade3	problem	24/4	6
math	grade3	fact	30 divided by 5	6
math	grade3	problem	30/5	6
math	grade3	fact	36 divided by 6	6
math	grade3	problem	36/6	6
math	grade3	fact	42 divided by 7	6
math	grade3	problem	42/7	6
math	grade3	fact	48 divided by 8	6
math	grade3	problem	48/8	6
math	grade4	fact	54 divided by 9	6
math	grade4	problem	54/9	6
math	grade4	fact	60 divided by 10	6
math	grade4	problem	60/10	6
math	grade3	fact	7 divided by 1	7
math	grade3	problem	7/1	7
math	grade3	fact	14 divided by 2	7
math	grade3	problem	14/2	7
math	grade3	fact	21 divided by 3	7
math	grade3	problem	21/3	7
math	grade3	fact	28 divided by 4	7
math	grade3	problem	28/4	7
math	grade3	fact	35 divided by 5	7
math	grade3	problem	35/5	7
math	grade3	fact	42 divided by 6	7
math	grade3	problem	42/6	7
math	grade3	fact	49 divided by 7	7
math	grade3	problem	49/7	7
math	grade4	fact	56 divided by 8	7
math	grade4	problem	56/8	7
math	grade4	fact	63 divided by 9	7
math	grade4	problem	63/9	7
math	grade4	fact	70 divided by 10	7
math	grade4	problem	70/10	7
math	grade3	fact	8 divided by 1	8
math	grade3	problem	8/1	8
math	grade3	fact	16 divided by 2	8
math	grade3	problem	16/2	8
math	grade3	fact	24 divided by 3	8
math	grade3	problem	24/3	8
math	grade3	fact	32 divided by 4	8
math	grade3	problem	32/4	8
math	grade3	fact	40 divided by 5	8
math	grade3	problem	40/5	8
math	grade3	fact	48 divided by 6	8
math	grade3	problem	48/6	8
math	grade4	fact	56 divided by 7	8
math	grade4	problem	56/7	8
math	grade4	fact	64 divided by 8	8
math	grade4	problem	64/8	8
math	grade4	fact	72 divided by 9	8
math	grade4	problem	72/9	8
math	grade4	fact	80 divided by 10	8
math	grade4	problem	80/10	8
math	grade3	fact	9 divided by 1	9
math	grade3	problem	9/1	9
math	grade3	fact	18 divided by 2	9
math	grade3	problem	18/2	9
math	grade3	fact	27 divided by 3	9
math	grade3	problem	27/3	9
math	grade3	fact	36 divided by 4	9
math	grade3	problem	36/4	9
math	grade3	fact	45 divided by 5	9
math	grade3	problem	45/5	9
math	grade4	fact	54 divided by 6	9
math	grade4	problem	54/6	9
math	grade4	fact	63 divided by 7	9
math	grade4	problem	63/7	9
math	grade4	fact	72 divided by 8	9
math	grade4	problem	72/8	9
math	grade4	fact	81 divided by 9	9
math	grade4	problem	81/9	9
math	grade4	fact	90 divided by 10	9
math	grade4	problem	90/10	9
math	grade3	fact	10 divided by 1	10
math	grade3	problem	10/1	10
math	grade3	fact	20 divided by 2	10
math	grade3	problem	20/2	10
math	grade3	fact	30 divided by 3	10
math	grade3	problem	30/3	10
math	grade3	fact	40 divided by 4	10
math	grade3	problem	40/4	10
math	grade3	fact	50 divided by 5	10
math	grade3	problem	50/5	10
math	grade4	fact	60 divided by 6	10
math	grade4	problem	60/6	10
math	grade4	fact	70 divided by 7	10
math	grade4	problem	70/7	10
math	grade4	fact	80 divided by 8	10
math	grade4	problem	80/8	10
math	grade4	fact	90 divided by 9	10
math	grade4	problem	90/9	10
math	grade4	fact	100 divided by 10	10
math	grade4	problem	100/10	10
math	grade3	fact	1/2 is	half
math	grade3	problem	fraction 1 over 2	half
math	grade3	fact	1/3 is	third
math	grade3	problem	fraction 1 over 3	third
math	grade3	fact	1/4 is	fourth
math	grade3	problem	fraction 1 over 4	fourth
math	grade3	fact	2/4 is	half
math	grade3	problem	fraction 2 over 4	half
math	grade3	fact	3/4 is	three-fourths
math	grade3	problem	fraction 3 over 4	three-fourths
math	grade4	fact	1/5 is	fifth
math	grade4	problem	fraction 1 over 5	fifth
math	grade4	fact	2/5 is	two-fifths
math	grade4	problem	fraction 2 over 5	two-fifths
math	grade4	fact	1/10 is	tenth
math	grade4	problem	fraction 1 over 10	tenth
math	grade4	fact	decimal 0.5 is	half
math	grade4	fact	decimal 0.25 is	fourth
math	grade4	fact	decimal 0.1 is	tenth
math	grade4	fact	decimal 1.5 is	one-point-five
math	grade4	fact	decimal 0.75 is	three-fourths
math	grade4	fact	decimal 0.2 is	fifth
math	grade4	fact	decimal 2.5 is	two-point-five
math	grade5	fact	0.5 plus 0.25	0.75
math	grade5	fact	0.5 minus 0.25	0.25
math	grade5	fact	0.5 plus 0.5	1.0
math	grade5	fact	0.5 minus 0.5	0.0
math	grade5	fact	0.5 plus 1.0	1.5
math	grade5	fact	0.5 plus 1.5	2.0
math	grade5	fact	0.5 plus 2.25	2.75
math	grade5	fact	1.0 plus 0.25	1.25
math	grade5	fact	1.0 minus 0.25	0.75
math	grade5	fact	1.0 plus 0.5	1.5
math	grade5	fact	1.0 minus 0.5	0.5
math	grade5	fact	1.0 plus 1.0	2.0
math	grade5	fact	1.0 minus 1.0	0.0
math	grade5	fact	1.0 plus 1.5	2.5
math	grade5	fact	1.0 plus 2.25	3.25
math	grade5	fact	1.5 plus 0.25	1.75
math	grade5	fact	1.5 minus 0.25	1.25
math	grade5	fact	1.5 plus 0.5	2.0
math	grade5	fact	1.5 minus 0.5	1.0
math	grade5	fact	1.5 plus 1.0	2.5
math	grade5	fact	1.5 minus 1.0	0.5
math	grade5	fact	1.5 plus 1.5	3.0
math	grade5	fact	1.5 minus 1.5	0.0
math	grade5	fact	1.5 plus 2.25	3.75
math	grade5	fact	2.0 plus 0.25	2.25
math	grade5	fact	2.0 minus 0.25	1.75
math	grade5	fact	2.0 plus 0.5	2.5
math	grade5	fact	2.0 minus 0.5	1.5
math	grade5	fact	2.0 plus 1.0	3.0
math	grade5	fact	2.0 minus 1.0	1.0
math	grade5	fact	2.0 plus 1.5	3.5
math	grade5	fact	2.0 minus 1.5	0.5
math	grade5	fact	2.0 plus 2.25	4.25
math	grade5	fact	2.5 plus 0.25	2.75
math	grade5	fact	2.5 minus 0.25	2.25
math	grade5	fact	2.5 plus 0.5	3.0
math	grade5	fact	2.5 minus 0.5	2.0
math	grade5	fact	2.5 plus 1.0	3.5
math	grade5	fact	2.5 minus 1.0	1.5
math	grade5	fact	2.5 plus 1.5	4.0
math	grade5	fact	2.5 minus 1.5	1.0
math	grade5	fact	2.5 plus 2.25	4.75
math	grade5	fact	2.5 minus 2.25	0.25
math	grade5	fact	3.25 plus 0.25	3.5
math	grade5	fact	3.25 minus 0.25	3.0
math	grade5	fact	3.25 plus 0.5	3.75
math	grade5	fact	3.25 minus 0.5	2.75
math	grade5	fact	3.25 plus 1.0	4.25
math	grade5	fact	3.25 minus 1.0	2.25
math	grade5	fact	3.25 plus 1.5	4.75
math	grade5	fact	3.25 minus 1.5	1.75
math	grade5	fact	3.25 plus 2.25	5.5
math	grade5	fact	3.25 minus 2.25	1.0
math	grade5	fact	4.5 plus 0.25	4.75
math	grade5	fact	4.5 minus 0.25	4.25
math	grade5	fact	4.5 plus 0.5	5.0
math	grade5	fact	4.5 minus 0.5	4.0
math	grade5	fact	4.5 plus 1.0	5.5
math	grade5	fact	4.5 minus 1.0	3.5
math	grade5	fact	4.5 plus 1.5	6.0
math	grade5	fact	4.5 minus 1.5	3.0
math	grade5	fact	4.5 plus 2.25	6.75
math	grade5	fact	4.5 minus 2.25	2.25
math	grade5	fact	5.75 plus 0.25	6.0
math	grade5	fact	5.75 minus 0.25	5.5
math	grade5	fact	5.75 plus 0.5	6.25
math	grade5	fact	5.75 minus 0.5	5.25
math	grade5	fact	5.75 plus 1.0	6.75
math	grade5	fact	5.75 minus 1.0	4.75
math	grade5	fact	5.75 plus 1.5	7.25
math	grade5	fact	5.75 minus 1.5	4.25
math	grade5	fact	5.75 plus 2.25	8.0
math	grade5	fact	5.75 minus 2.25	3.5
math	grade5	fact	10.1 plus 0.25	10.35
math	grade5	fact	10.1 minus 0.25	9.85
math	grade5	fact	10.1 plus 0.5	10.6
math	grade5	fact	10.1 minus 0.5	9.6
math	grade5	fact	10.1 plus 1.0	11.1
math	grade5	fact	10.1 minus 1.0	9.1
math	grade5	fact	10.1 plus 1.5	11.6
math	grade5	fact	10.1 minus 1.5	8.6
math	grade5	fact	10.1 plus 2.25	12.35
math	grade5	fact	10.1 minus 2.25	7.85
math	grade5	fact	12.25 plus 0.25	12.5
math	grade5	fact	12.25 minus 0.25	12.0
math	grade5	fact	12.25 plus 0.5	12.75
math	grade5	fact	12.25 minus 0.5	11.75
math	grade5	fact	12.25 plus 1.0	13.25
math	grade5	fact	12.25 minus 1.0	11.25
math	grade5	fact	12.25 plus 1.5	13.75
math	grade5	fact	12.25 minus 1.5	10.75
math	grade5	fact	12.25 plus 2.25	14.5
math	grade5	fact	12.25 minus 2.25	10.0
math	grade5	fact	2 times 2 long	4
math	grade5	fact	2 divided by 2 long	1
math	grade5	fact	2 times 3 long	6
math	grade5	fact	2 times 4 long	8
math	grade5	fact	2 times 5 long	10
math	grade5	fact	2 times 10 long	20
math	grade5	fact	3 times 2 long	6
math	grade5	fact	3 times 3 long	9
math	grade5	fact	3 divided by 3 long	1
math	grade5	fact	3 times 4 long	12
math	grade5	fact	3 times 5 long	15
math	grade5	fact	3 times 10 long	30
math	grade5	fact	4 times 2 long	8
math	grade5	fact	4 divided by 2 long	2
math	grade5	fact	4 times 3 long	12
math	grade5	fact	4 times 4 long	16
math	grade5	fact	4 divided by 4 long	1
math	grade5	fact	4 times 5 long	20
math	grade5	fact	4 times 10 long	40
math	grade5	fact	5 times 2 long	10
math	grade5	fact	5 times 3 long	15
math	grade5	fact	5 times 4 long	20
math	grade5	fact	5 times 5 long	25
math	grade5	fact	5 divided by 5 long	1
math	grade5	fact	5 times 10 long	50
math	grade5	fact	6 times 2 long	12
math	grade5	fact	6 divided by 2 long	3
math	grade5	fact	6 times 3 long	18
math	grade5	fact	6 divided by 3 long	2
math	grade5	fact	6 times 4 long	24
math	grade5	fact	6 times 5 long	30
math	grade5	fact	6 times 10 long	60
math	grade5	fact	7 times 2 long	14
math	grade5	fact	7 times 3 long	21
math	grade5	fact	7 times 4 long	28
math	grade5	fact	7 times 5 long	35
math	grade5	fact	7 times 10 long	70
math	grade5	fact	8 times 2 long	16
math	grade5	fact	8 divided by 2 long	4
math	grade5	fact	8 times 3 long	24
math	grade5	fact	8 times 4 long	32
math	grade5	fact	8 divided by 4 long	2
math	grade5	fact	8 times 5 long	40
math	grade5	fact	8 times 10 long	80
math	grade5	fact	9 times 2 long	18
math	grade5	fact	9 times 3 long	27
math	grade5	fact	9 divided by 3 long	3
math	grade5	fact	9 times 4 long	36
math	grade5	fact	9 times 5 long	45
math	grade5	fact	9 times 10 long	90
math	grade5	fact	10 times 2 long	20
math	grade5	fact	10 divided by 2 long	5
math	grade5	fact	10 times 3 long	30
math	grade5	fact	10 times 4 long	40
math	grade5	fact	10 times 5 long	50
math	grade5	fact	10 divided by 5 long	2
math	grade5	fact	10 times 10 long	100
math	grade5	fact	10 divided by 10 long	1
math	grade5	fact	12 times 2 long	24
math	grade5	fact	12 divided by 2 long	6
math	grade5	fact	12 times 3 long	36
math	grade5	fact	12 divided by 3 long	4
math	grade5	fact	12 times 4 long	48
math	grade5	fact	12 divided by 4 long	3
math	grade5	fact	12 times 5 long	60
math	grade5	fact	12 times 10 long	120
math	grade5	fact	15 times 2 long	30
math	grade5	fact	15 times 3 long	45
math	grade5	fact	15 divided by 3 long	5
math	grade5	fact	15 times 4 long	60
math	grade5	fact	15 times 5 long	75
math	grade5	fact	15 divided by 5 long	3
math	grade5	fact	15 times 10 long	150
math	grade5	fact	20 times 2 long	40
math	grade5	fact	20 divided by 2 long	10
math	grade5	fact	20 times 3 long	60
math	grade5	fact	20 times 4 long	80
math	grade5	fact	20 divided by 4 long	5
math	grade5	fact	20 times 5 long	100
math	grade5	fact	20 divided by 5 long	4
math	grade5	fact	20 times 10 long	200
math	grade5	fact	20 divided by 10 long	2
math	grade3	fact	area 2 by 3	6
math	grade3	fact	perimeter 2 by 3	10
math	grade3	fact	area 4 by 5	20
math	grade3	fact	perimeter 4 by 5	18
math	grade3	fact	area 6 by 7	42
math	grade3	fact	perimeter 6 by 7	26
math	grade3	fact	area 10 by 10	100
math	grade3	fact	perimeter 10 by 10	40
math	grade6	fact	ratio 1 to 2	1:2
math	grade6	fact	1 out of 2 as percent	50
math	grade6	fact	ratio 2 to 3	2:3
math	grade6	fact	2 out of 3 as percent	66
math	grade6	fact	ratio 3 to 4	3:4
math	grade6	fact	3 out of 4 as percent	75
math	grade6	fact	ratio 1 to 4	1:4
math	grade6	fact	1 out of 4 as percent	25
math	grade6	fact	ratio 5 to 10	5:10
math	grade6	fact	5 out of 10 as percent	50
math	grade6	fact	integer -5 plus -5	-10
math	grade6	fact	integer -5 minus -5	0
math	grade6	fact	integer -5 plus -4	-9
math	grade6	fact	integer -5 minus -4	-1
math	grade6	fact	integer -5 plus -3	-8
math	grade6	fact	integer -5 minus -3	-2
math	grade6	fact	integer -5 plus -2	-7
math	grade6	fact	integer -5 minus -2	-3
math	grade6	fact	integer -5 plus -1	-6
math	grade6	fact	integer -5 minus -1	-4
math	grade6	fact	integer -5 plus 0	-5
math	grade6	fact	integer -5 minus 0	-5
math	grade6	fact	integer -5 plus 1	-4
math	grade6	fact	integer -5 minus 1	-6
math	grade6	fact	integer -5 plus 2	-3
math	grade6	fact	integer -5 minus 2	-7
math	grade6	fact	integer -5 plus 3	-2
math	grade6	fact	integer -5 minus 3	-8
math	grade6	fact	integer -5 plus 4	-1
math	grade6	fact	integer -5 minus 4	-9
math	grade6	fact	integer -5 plus 5	0
math	grade6	fact	integer -5 minus 5	-10
math	grade6	fact	integer -4 plus -5	-9
math	grade6	fact	integer -4 minus -5	1
math	grade6	fact	integer -4 plus -4	-8
math	grade6	fact	integer -4 minus -4	0
math	grade6	fact	integer -4 plus -3	-7
math	grade6	fact	integer -4 minus -3	-1
math	grade6	fact	integer -4 plus -2	-6
math	grade6	fact	integer -4 minus -2	-2
math	grade6	fact	integer -4 plus -1	-5
math	grade6	fact	integer -4 minus -1	-3
math	grade6	fact	integer -4 plus 0	-4
math	grade6	fact	integer -4 minus 0	-4
math	grade6	fact	integer -4 plus 1	-3
math	grade6	fact	integer -4 minus 1	-5
math	grade6	fact	integer -4 plus 2	-2
math	grade6	fact	integer -4 minus 2	-6
math	grade6	fact	integer -4 plus 3	-1
math	grade6	fact	integer -4 minus 3	-7
math	grade6	fact	integer -4 plus 4	0
math	grade6	fact	integer -4 minus 4	-8
math	grade6	fact	integer -4 plus 5	1
math	grade6	fact	integer -4 minus 5	-9
math	grade6	fact	integer -3 plus -5	-8
math	grade6	fact	integer -3 minus -5	2
math	grade6	fact	integer -3 plus -4	-7
math	grade6	fact	integer -3 minus -4	1
math	grade6	fact	integer -3 plus -3	-6
math	grade6	fact	integer -3 minus -3	0
math	grade6	fact	integer -3 plus -2	-5
math	grade6	fact	integer -3 minus -2	-1
math	grade6	fact	integer -3 plus -1	-4
math	grade6	fact	integer -3 minus -1	-2
math	grade6	fact	integer -3 plus 0	-3
math	grade6	fact	integer -3 minus 0	-3
math	grade6	fact	integer -3 plus 1	-2
math	grade6	fact	integer -3 minus 1	-4
math	grade6	fact	integer -3 plus 2	-1
math	grade6	fact	integer -3 minus 2	-5
math	grade6	fact	integer -3 plus 3	0
math	grade6	fact	integer -3 minus 3	-6
math	grade6	fact	integer -3 plus 4	1
math	grade6	fact	integer -3 minus 4	-7
math	grade6	fact	integer -3 plus 5	2
math	grade6	fact	integer -3 minus 5	-8
math	grade6	fact	integer -2 plus -5	-7
math	grade6	fact	integer -2 minus -5	3
math	grade6	fact	integer -2 plus -4	-6
math	grade6	fact	integer -2 minus -4	2
math	grade6	fact	integer -2 plus -3	-5
math	grade6	fact	integer -2 minus -3	1
math	grade6	fact	integer -2 plus -2	-4
math	grade6	fact	integer -2 minus -2	0
math	grade6	fact	integer -2 plus -1	-3
math	grade6	fact	integer -2 minus -1	-1
math	grade6	fact	integer -2 plus 0	-2
math	grade6	fact	integer -2 minus 0	-2
math	grade6	fact	integer -2 plus 1	-1
math	grade6	fact	integer -2 minus 1	-3
math	grade6	fact	integer -2 plus 2	0
math	grade6	fact	integer -2 minus 2	-4
math	grade6	fact	integer -2 plus 3	1
math	grade6	fact	integer -2 minus 3	-5
math	grade6	fact	integer -2 plus 4	2
math	grade6	fact	integer -2 minus 4	-6
math	grade6	fact	integer -2 plus 5	3
math	grade6	fact	integer -2 minus 5	-7
math	grade6	fact	integer -1 plus -5	-6
math	grade6	fact	integer -1 minus -5	4
math	grade6	fact	integer -1 plus -4	-5
math	grade6	fact	integer -1 minus -4	3
math	grade6	fact	integer -1 plus -3	-4
math	grade6	fact	integer -1 minus -3	2
math	grade6	fact	integer -1 plus -2	-3
math	grade6	fact	integer -1 minus -2	1
math	grade6	fact	integer -1 plus -1	-2
math	grade6	fact	integer -1 minus -1	0
math	grade6	fact	integer -1 plus 0	-1
math	grade6	fact	integer -1 minus 0	-1
math	grade6	fact	integer -1 plus 1	0
math	grade6	fact	integer -1 minus 1	-2
math	grade6	fact	integer -1 plus 2	1
math	grade6	fact	integer -1 minus 2	-3
math	grade6	fact	integer -1 plus 3	2
math	grade6	fact	integer -1 minus 3	-4
math	grade6	fact	integer -1 plus 4	3
math	grade6	fact	integer -1 minus 4	-5
math	grade6	fact	integer -1 plus 5	4
math	grade6	fact	integer -1 minus 5	-6
math	grade6	fact	integer 0 plus -5	-5
math	grade6	fact	integer 0 minus -5	5
math	grade6	fact	integer 0 plus -4	-4
math	grade6	fact	integer 0 minus -4	4
math	grade6	fact	integer 0 plus -3	-3
math	grade6	fact	integer 0 minus -3	3
math	grade6	fact	integer 0 plus -2	-2
math	grade6	fact	integer 0 minus -2	2
math	grade6	fact	integer 0 plus -1	-1
math	grade6	fact	integer 0 minus -1	1
math	grade6	fact	integer 0 plus 0	0
math	grade6	fact	integer 0 minus 0	0
math	grade6	fact	integer 0 plus 1	1
math	grade6	fact	integer 0 minus 1	-1
math	grade6	fact	integer 0 plus 2	2
math	grade6	fact	integer 0 minus 2	-2
math	grade6	fact	integer 0 plus 3	3
math	grade6	fact	integer 0 minus 3	-3
math	grade6	fact	integer 0 plus 4	4
